"NmBarang","Tahun","Bulan","Periode","TotalPenjualan","PenjualanBulanSebelumnya"
GIVE WHITE FLOWERS 250ML,2024,1,Akhir Bulan,91000.0,
GIVE WHITE FLOWERS 250ML,2024,1,Awal Bulan,224500.0,91000.0
GIVE WHITE FLOWERS 250ML,2024,1,Tengah Bulan,113500.0,224500.0
GIVE WHITE FLOWERS 250ML,2024,2,Tengah Bulan,105500.0,113500.0
GIVE WHITE FLOWERS 250ML,2024,3,Awal Bulan,107500.0,105500.0
GIVE WHITE FLOWERS 250ML,2024,5,Akhir Bulan,131500.0,107500.0
GIVE WHITE FLOWERS 250ML,2024,6,Tengah Bulan,59000.0,131500.0
GLADE CAR FRESH SWEET FRESH 70 ML,2023,12,Tengah Bulan,35000.0,
GO POTATO BISCUIT 60,2024,3,Akhir Bulan,61000.0,
GO POTATO BISCUIT 60,2024,3,Tengah Bulan,109000.0,61000.0
GO POTATO BISCUIT 60,2024,5,Awal Bulan,225500.0,109000.0
GO POTATO BISCUIT104,2024,5,Akhir Bulan,220500.0,
GO POTATO BISCUIT104,2024,5,Awal Bulan,78500.0,220500.0
GO POTATO BISCUIT104,2024,5,Tengah Bulan,280500.0,78500.0
GO POTATO BISCUIT104,2024,6,Awal Bulan,12000.0,280500.0
GO POTATO BISCUIT104,2024,6,Tengah Bulan,27500.0,12000.0
GOLDA COFFE DOLCE LATTE,2023,12,Akhir Bulan,2087500.0,
GOLDA COFFE DOLCE LATTE,2023,12,Awal Bulan,789500.0,2087500.0
GOLDA COFFE DOLCE LATTE,2023,12,Tengah Bulan,2451500.0,789500.0
GOLDA COFFE DOLCE LATTE,2024,1,Akhir Bulan,3297500.0,
GOLDA COFFE DOLCE LATTE,2024,1,Awal Bulan,3155500.0,3297500.0
GOLDA COFFE DOLCE LATTE,2024,1,Tengah Bulan,547500.0,3155500.0
GOLDA COFFE DOLCE LATTE,2024,2,Akhir Bulan,239500.0,547500.0
GOLDA COFFE DOLCE LATTE,2024,2,Awal Bulan,1904500.0,239500.0
GOLDA COFFE DOLCE LATTE,2024,2,Tengah Bulan,896000.0,1904500.0
GOLDA COFFE DOLCE LATTE,2024,3,Akhir Bulan,745000.0,896000.0
GOLDA COFFE DOLCE LATTE,2024,3,Awal Bulan,135500.0,745000.0
GOLDA COFFE DOLCE LATTE,2024,3,Tengah Bulan,2291000.0,135500.0
GOLDA COFFE DOLCE LATTE,2024,4,Akhir Bulan,4147000.0,2291000.0
GOLDA COFFE DOLCE LATTE,2024,4,Tengah Bulan,847500.0,4147000.0
GOLDA COFFE DOLCE LATTE,2024,5,Awal Bulan,947000.0,847500.0
GOLDA COFFE DOLCE LATTE,2024,5,Tengah Bulan,88500.0,947000.0
GOLDA COFFE DOLCE LATTE,2024,6,Awal Bulan,59500.0,88500.0
GOLDA COFFEE ITALIAN CAPPUCINO,2023,12,Akhir Bulan,2175200.0,
GOLDA COFFEE ITALIAN CAPPUCINO,2023,12,Awal Bulan,2488700.0,2175200.0
GOLDA COFFEE ITALIAN CAPPUCINO,2023,12,Tengah Bulan,1688500.0,2488700.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,1,Akhir Bulan,240500.0,
GOLDA COFFEE ITALIAN CAPPUCINO,2024,1,Awal Bulan,1179500.0,240500.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,1,Tengah Bulan,2356500.0,1179500.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,2,Akhir Bulan,3175000.0,2356500.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,2,Awal Bulan,681000.0,3175000.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,2,Tengah Bulan,3116000.0,681000.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,3,Akhir Bulan,835200.0,3116000.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,3,Awal Bulan,735000.0,835200.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,3,Tengah Bulan,994100.0,735000.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,4,Akhir Bulan,2688000.0,994100.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,4,Tengah Bulan,1109000.0,2688000.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,5,Akhir Bulan,378000.0,1109000.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,5,Awal Bulan,736000.0,378000.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,5,Tengah Bulan,2041500.0,736000.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,6,Awal Bulan,2984500.0,2041500.0
GOLDA COFFEE ITALIAN CAPPUCINO,2024,6,Tengah Bulan,1169500.0,2984500.0
GOLIA 105G ACTIV PLUS,2024,1,Akhir Bulan,10000.0,
GOLIA 105G ACTIV PLUS,2024,2,Awal Bulan,29500.0,10000.0
GOLIA 105G ACTIV PLUS,2024,3,Awal Bulan,10000.0,29500.0
GOOD DAY AVOCADO DELIGHT 250ML,2024,2,Akhir Bulan,136500.0,
GOOD DAY AVOCADO DELIGHT 250ML,2024,3,Akhir Bulan,384000.0,136500.0
GOOD DAY AVOCADO DELIGHT 250ML,2024,3,Awal Bulan,210500.0,384000.0
GOOD DAY AVOCADO DELIGHT 250ML,2024,3,Tengah Bulan,18000.0,210500.0
GOOD DAY AVOCADO DELIGHT 250ML,2024,4,Tengah Bulan,122000.0,18000.0
GOOD DAY AVOCADO DELIGHT 250ML,2024,5,Akhir Bulan,92500.0,122000.0
GOOD DAY AVOCADO DELIGHT 250ML,2024,5,Tengah Bulan,295000.0,92500.0
GOOD DAY BTL 250 MOCACINO,2024,5,Akhir Bulan,18000.0,
GOOD DAY BTL 250 MOCACINO,2024,5,Tengah Bulan,337000.0,18000.0
GOOD DAY BTL 250 TIRAMISU,2024,2,Akhir Bulan,90000.0,
GOOD DAY BTL 250 TIRAMISU,2024,3,Akhir Bulan,618500.0,90000.0
GOOD DAY BTL 250 TIRAMISU,2024,3,Awal Bulan,350500.0,618500.0
GOOD DAY BTL 250 TIRAMISU,2024,3,Tengah Bulan,35000.0,350500.0
GOOD DAY BTL 250 TIRAMISU,2024,4,Tengah Bulan,53000.0,35000.0
GOOD DAY BTL 25O ORI CAPUCINO,2024,2,Akhir Bulan,317500.0,
GOOD DAY BTL 25O ORI CAPUCINO,2024,2,Tengah Bulan,58500.0,317500.0
GOOD DAY BTL 25O ORI CAPUCINO,2024,5,Akhir Bulan,11000.0,58500.0
GOOD DAY BTL 25O ORI CAPUCINO,2024,5,Tengah Bulan,409500.0,11000.0
GOOD DAY CAPPUCCINO,2023,12,Akhir Bulan,623500.0,
GOOD DAY CAPPUCCINO,2023,12,Awal Bulan,369500.0,623500.0
GOOD DAY CAPPUCCINO,2023,12,Tengah Bulan,444000.0,369500.0
GOOD DAY CAPPUCCINO,2024,1,Akhir Bulan,617000.0,
GOOD DAY CAPPUCCINO,2024,1,Awal Bulan,1506000.0,617000.0
GOOD DAY CAPPUCCINO,2024,1,Tengah Bulan,1568000.0,1506000.0
GOOD DAY CAPPUCCINO,2024,2,Akhir Bulan,976500.0,1568000.0
GOOD DAY CAPPUCCINO,2024,2,Awal Bulan,2258500.0,976500.0
GOOD DAY CAPPUCCINO,2024,2,Tengah Bulan,1409000.0,2258500.0
GOOD DAY CAPPUCCINO,2024,3,Akhir Bulan,48000.0,1409000.0
GOOD DAY CAPPUCCINO,2024,3,Awal Bulan,519000.0,48000.0
GOOD DAY CAPPUCCINO,2024,3,Tengah Bulan,38000.0,519000.0
GOOD DAY CAPPUCCINO,2024,4,Akhir Bulan,1349000.0,38000.0
GOOD DAY CAPPUCCINO,2024,4,Tengah Bulan,32000.0,1349000.0
GOOD DAY CAPPUCCINO,2024,5,Akhir Bulan,635000.0,32000.0
GOOD DAY CAPPUCCINO,2024,5,Awal Bulan,76500.0,635000.0
GOOD DAY CAPPUCCINO,2024,5,Tengah Bulan,710500.0,76500.0
GOOD DAY CAPPUCCINO,2024,6,Awal Bulan,838000.0,710500.0
GOOD DAY CAPPUCCINO,2024,6,Tengah Bulan,576500.0,838000.0
GOOD DAY CARREBIAN SCT,2023,12,Akhir Bulan,655500.0,
GOOD DAY CARREBIAN SCT,2023,12,Awal Bulan,51000.0,655500.0
GOOD DAY CARREBIAN SCT,2023,12,Tengah Bulan,307500.0,51000.0
GOOD DAY CARREBIAN SCT,2024,1,Akhir Bulan,54000.0,
GOOD DAY CARREBIAN SCT,2024,1,Awal Bulan,437000.0,54000.0
GOOD DAY CARREBIAN SCT,2024,1,Tengah Bulan,1223500.0,437000.0
GOOD DAY CARREBIAN SCT,2024,2,Akhir Bulan,224000.0,1223500.0
GOOD DAY CARREBIAN SCT,2024,2,Awal Bulan,1435500.0,224000.0
GOOD DAY CARREBIAN SCT,2024,2,Tengah Bulan,534500.0,1435500.0
GOOD DAY CARREBIAN SCT,2024,3,Akhir Bulan,11000.0,534500.0
GOOD DAY CARREBIAN SCT,2024,3,Awal Bulan,69500.0,11000.0
GOOD DAY CARREBIAN SCT,2024,4,Akhir Bulan,304500.0,69500.0
GOOD DAY CARREBIAN SCT,2024,4,Tengah Bulan,32500.0,304500.0
GOOD DAY CARREBIAN SCT,2024,5,Akhir Bulan,554500.0,32500.0
GOOD DAY CARREBIAN SCT,2024,5,Awal Bulan,1624500.0,554500.0
GOOD DAY CARREBIAN SCT,2024,5,Tengah Bulan,1327500.0,1624500.0
GOOD DAY CHOCOCINO BOX 5 SCH,2024,5,Tengah Bulan,36500.0,
GOOD DAY CHOCOCINO SCT,2023,12,Akhir Bulan,413000.0,
GOOD DAY CHOCOCINO SCT,2023,12,Awal Bulan,615500.0,413000.0
GOOD DAY CHOCOCINO SCT,2023,12,Tengah Bulan,557500.0,615500.0
GOOD DAY CHOCOCINO SCT,2024,1,Akhir Bulan,119000.0,
GOOD DAY CHOCOCINO SCT,2024,1,Awal Bulan,73000.0,119000.0
GOOD DAY CHOCOCINO SCT,2024,2,Akhir Bulan,506000.0,73000.0
GOOD DAY CHOCOCINO SCT,2024,2,Awal Bulan,1110500.0,506000.0
GOOD DAY CHOCOCINO SCT,2024,2,Tengah Bulan,294500.0,1110500.0
GOOD DAY CHOCOCINO SCT,2024,3,Akhir Bulan,52000.0,294500.0
GOOD DAY CHOCOCINO SCT,2024,3,Awal Bulan,89000.0,52000.0
GOOD DAY CHOCOCINO SCT,2024,3,Tengah Bulan,101000.0,89000.0
GOOD DAY CHOCOCINO SCT,2024,4,Akhir Bulan,489000.0,101000.0
GOOD DAY CHOCOCINO SCT,2024,4,Tengah Bulan,22000.0,489000.0
GOOD DAY CHOCOCINO SCT,2024,5,Akhir Bulan,253500.0,22000.0
GOOD DAY CHOCOCINO SCT,2024,5,Awal Bulan,7000.0,253500.0
GOOD DAY CHOCOCINO SCT,2024,5,Tengah Bulan,171500.0,7000.0
GOOD DAY COOLIN SCT,2023,12,Akhir Bulan,614500.0,
GOOD DAY COOLIN SCT,2023,12,Awal Bulan,98000.0,614500.0
GOOD DAY COOLIN SCT,2023,12,Tengah Bulan,521500.0,98000.0
GOOD DAY COOLIN SCT,2024,1,Akhir Bulan,886000.0,
GOOD DAY COOLIN SCT,2024,1,Awal Bulan,536500.0,886000.0
GOOD DAY COOLIN SCT,2024,1,Tengah Bulan,649000.0,536500.0
GOOD DAY COOLIN SCT,2024,2,Akhir Bulan,117500.0,649000.0
GOOD DAY COOLIN SCT,2024,2,Awal Bulan,975000.0,117500.0
GOOD DAY COOLIN SCT,2024,2,Tengah Bulan,546000.0,975000.0
GOOD DAY COOLIN SCT,2024,3,Akhir Bulan,113000.0,546000.0
GOOD DAY COOLIN SCT,2024,3,Awal Bulan,87500.0,113000.0
GOOD DAY COOLIN SCT,2024,4,Akhir Bulan,373000.0,87500.0
GOOD DAY COOLIN SCT,2024,4,Tengah Bulan,39500.0,373000.0
GOOD DAY COOLIN SCT,2024,5,Awal Bulan,695000.0,39500.0
GOOD DAY COOLIN SCT,2024,5,Tengah Bulan,20500.0,695000.0
GOOD DAY COOLIN SCT,2024,6,Awal Bulan,1137500.0,20500.0
GOOD DAY COOLIN SCT,2024,6,Tengah Bulan,68500.0,1137500.0
GOOD DAY GROOVY COKOKIES 250ML,2024,2,Akhir Bulan,374000.0,
GOOD DAY GROOVY COKOKIES 250ML,2024,2,Tengah Bulan,31500.0,374000.0
good day mocacaramel,2023,12,Akhir Bulan,31500.0,
good day mocacaramel,2023,12,Awal Bulan,46500.0,31500.0
good day mocacaramel,2024,1,Akhir Bulan,99000.0,
good day mocacaramel,2024,1,Awal Bulan,57000.0,99000.0
good day mocacaramel,2024,1,Tengah Bulan,508500.0,57000.0
good day mocacaramel,2024,2,Akhir Bulan,41000.0,508500.0
good day mocacaramel,2024,2,Tengah Bulan,97000.0,41000.0
good day mocacaramel,2024,4,Akhir Bulan,389000.0,97000.0
good day mocacaramel,2024,4,Tengah Bulan,32500.0,389000.0
good day mocacaramel,2024,5,Akhir Bulan,522500.0,32500.0
good day mocacaramel,2024,5,Awal Bulan,88000.0,522500.0
good day mocacaramel,2024,5,Tengah Bulan,92500.0,88000.0
good day mocacaramel,2024,6,Awal Bulan,51000.0,92500.0
GOOD DAY MOCACHOCO 22G,2023,12,Akhir Bulan,102000.0,
GOOD DAY MOCACHOCO 22G,2023,12,Awal Bulan,76500.0,102000.0
GOOD DAY MOCACHOCO 22G,2023,12,Tengah Bulan,45000.0,76500.0
GOOD DAY MOCACHOCO 22G,2024,1,Awal Bulan,44000.0,
GOOD DAY MOCACHOCO 22G,2024,2,Akhir Bulan,147500.0,44000.0
GOOD DAY MOCACHOCO 22G,2024,3,Akhir Bulan,50000.0,147500.0
GOOD DAY MOCACHOCO 22G,2024,5,Awal Bulan,1147000.0,50000.0
GOOD DAY MOCACINO SCT,2023,12,Akhir Bulan,124000.0,
GOOD DAY MOCACINO SCT,2023,12,Awal Bulan,457500.0,124000.0
GOOD DAY MOCACINO SCT,2023,12,Tengah Bulan,291000.0,457500.0
GOOD DAY MOCACINO SCT,2024,1,Akhir Bulan,464000.0,
GOOD DAY MOCACINO SCT,2024,1,Awal Bulan,1256000.0,464000.0
GOOD DAY MOCACINO SCT,2024,1,Tengah Bulan,1090500.0,1256000.0
GOOD DAY MOCACINO SCT,2024,2,Akhir Bulan,269000.0,1090500.0
GOOD DAY MOCACINO SCT,2024,2,Awal Bulan,1761000.0,269000.0
GOOD DAY MOCACINO SCT,2024,2,Tengah Bulan,675500.0,1761000.0
GOOD DAY MOCACINO SCT,2024,3,Awal Bulan,186000.0,675500.0
GOOD DAY MOCACINO SCT,2024,4,Akhir Bulan,123000.0,186000.0
GOOD DAY MOCACINO SCT,2024,4,Tengah Bulan,32500.0,123000.0
GOOD DAY MOCACINO SCT,2024,5,Akhir Bulan,78500.0,32500.0
GOOD DAY MOCACINO SCT,2024,5,Awal Bulan,1249500.0,78500.0
GOOD DAY MOCACINO SCT,2024,5,Tengah Bulan,58000.0,1249500.0
GOOD DAY ORIGINAL,2023,12,Akhir Bulan,22500.0,
GOOD DAY ORIGINAL,2023,12,Awal Bulan,494500.0,22500.0
GOOD DAY ORIGINAL,2023,12,Tengah Bulan,128500.0,494500.0
GOOD DAY ORIGINAL,2024,1,Akhir Bulan,173500.0,
GOOD DAY ORIGINAL,2024,1,Awal Bulan,463500.0,173500.0
GOOD DAY ORIGINAL,2024,1,Tengah Bulan,1447500.0,463500.0
GOOD DAY ORIGINAL,2024,2,Akhir Bulan,102000.0,1447500.0
GOOD DAY ORIGINAL,2024,2,Awal Bulan,51000.0,102000.0
GOOD DAY ORIGINAL,2024,2,Tengah Bulan,451000.0,51000.0
GOOD DAY ORIGINAL,2024,3,Awal Bulan,68500.0,451000.0
GOOD DAY ORIGINAL,2024,4,Akhir Bulan,87500.0,68500.0
GOOD DAY ORIGINAL,2024,5,Akhir Bulan,8000.0,87500.0
GOOD DAY ORIGINAL,2024,5,Awal Bulan,240500.0,8000.0
GOOD DAY ORIGINAL,2024,5,Tengah Bulan,50000.0,240500.0
GOOD DAY ORIGINAL,2024,6,Awal Bulan,796500.0,50000.0
GOOD DAY ORIGINAL,2024,6,Tengah Bulan,121500.0,796500.0
GOOD DAY VAN LATTE,2023,12,Akhir Bulan,299000.0,
GOOD DAY VAN LATTE,2024,1,Akhir Bulan,254500.0,
GOOD DAY VAN LATTE,2024,1,Awal Bulan,220500.0,254500.0
GOOD DAY VAN LATTE,2024,1,Tengah Bulan,1056500.0,220500.0
GOOD DAY VAN LATTE,2024,2,Akhir Bulan,773500.0,1056500.0
GOOD DAY VAN LATTE,2024,2,Awal Bulan,733500.0,773500.0
GOOD DAY VAN LATTE,2024,2,Tengah Bulan,760500.0,733500.0
GOOD DAY VAN LATTE,2024,3,Awal Bulan,127000.0,760500.0
GOOD DAY VAN LATTE,2024,3,Tengah Bulan,25000.0,127000.0
GOOD DAY VAN LATTE,2024,4,Akhir Bulan,108500.0,25000.0
GOOD DAY VAN LATTE,2024,5,Akhir Bulan,567500.0,108500.0
GOOD DAY VAN LATTE,2024,5,Awal Bulan,664500.0,567500.0
GOOD DAY VAN LATTE,2024,5,Tengah Bulan,1015500.0,664500.0
GOOD TIME 84 CHO COOKIES,2023,12,Awal Bulan,42000.0,
GOOD TIME 84 CHO COOKIES,2024,1,Akhir Bulan,217500.0,
GOOD TIME 84 CHO COOKIES,2024,1,Awal Bulan,421500.0,217500.0
GOOD TIME 84 CHO COOKIES,2024,2,Akhir Bulan,286000.0,421500.0
GOOD TIME 84 CHO COOKIES,2024,2,Awal Bulan,80500.0,286000.0
GOOD TIME 84 CHO COOKIES,2024,3,Akhir Bulan,61000.0,80500.0
GOOD TIME 84 CHO COOKIES,2024,3,Awal Bulan,306000.0,61000.0
GOOD TIME 84 CHO COOKIES,2024,3,Tengah Bulan,256500.0,306000.0
GOOD TIME 84 CHO COOKIES,2024,5,Akhir Bulan,339000.0,256500.0
GOOD TIME 84 CHO COOKIES,2024,5,Awal Bulan,329500.0,339000.0
GOOD TIME 84 CHO COOKIES,2024,6,Awal Bulan,307000.0,329500.0
GOOD TIME 84 CHO COOKIES,2024,6,Tengah Bulan,45000.0,307000.0
GOOD TIME 84 CHOC CHO,2024,1,Akhir Bulan,52000.0,
GOOD TIME 84 CHOC CHO,2024,2,Akhir Bulan,128000.0,52000.0
GOOD TIME 84 CHOC CHO,2024,2,Awal Bulan,174000.0,128000.0
GOOD TIME 84 CHOC CHO,2024,2,Tengah Bulan,104000.0,174000.0
GOOD TIME 84 CHOC CHO,2024,3,Akhir Bulan,45000.0,104000.0
GOOD TIME 84 CHOC CHO,2024,3,Tengah Bulan,328000.0,45000.0
GOOD TIME 84 CHOC CHO,2024,4,Tengah Bulan,14000.0,328000.0
GOOD TIME 84 CHOC CHO,2024,5,Akhir Bulan,104000.0,14000.0
GOOD TIME 84 CHOC CHO,2024,5,Awal Bulan,159500.0,104000.0
GOOD TIME 84 CHOC CHO,2024,5,Tengah Bulan,325500.0,159500.0
GOOD TIME 84 CHOC CHO,2024,6,Awal Bulan,152000.0,325500.0
GOOD TIME CHOCO CIP,2023,12,Akhir Bulan,38000.0,
GOOD TIME CHOCO CIP,2024,1,Akhir Bulan,120500.0,
GOOD TIME CHOCO CIP,2024,1,Awal Bulan,386000.0,120500.0
GOOD TIME CHOCO CIP,2024,1,Tengah Bulan,225500.0,386000.0
GOOD TIME CHOCO CIP,2024,2,Awal Bulan,87500.0,225500.0
GOOD TIME CHOCO CIP,2024,5,Awal Bulan,241000.0,87500.0
GOOD TIME CHOCO CIP,2024,5,Tengah Bulan,50500.0,241000.0
GOOD TIME COFFEE 72 G,2024,1,Akhir Bulan,208500.0,
GOOD TIME COFFEE 72 G,2024,1,Awal Bulan,346500.0,208500.0
GOOD TIME COFFEE 72 G,2024,2,Akhir Bulan,109500.0,346500.0
GOOD TIME COFFEE 72 G,2024,2,Awal Bulan,54000.0,109500.0
GOOD TIME COFFEE 72 G,2024,2,Tengah Bulan,53000.0,54000.0
GOOD TIME COFFEE 72 G,2024,3,Akhir Bulan,125000.0,53000.0
GOOD TIME COFFEE 72 G,2024,3,Awal Bulan,93500.0,125000.0
GOOD TIME COFFEE 72 G,2024,3,Tengah Bulan,253000.0,93500.0
GOOD TIME COFFEE 72 G,2024,5,Awal Bulan,501000.0,253000.0
GOOD TIME COFFEE 72 G,2024,5,Tengah Bulan,179500.0,501000.0
GOOD TIME COFFEE 72 G,2024,6,Awal Bulan,167500.0,179500.0
GOOD TIME COFFEE 72 G,2024,6,Tengah Bulan,54000.0,167500.0
GOOD TIME RAINBOW 72 G,2023,12,Awal Bulan,83500.0,
GOOD TIME RAINBOW 72 G,2023,12,Tengah Bulan,67500.0,83500.0
GOOD TIME RAINBOW 72 G,2024,1,Akhir Bulan,30000.0,
GOOD TIME RAINBOW 72 G,2024,2,Akhir Bulan,108500.0,30000.0
GOOD TIME RAINBOW 72 G,2024,2,Awal Bulan,146500.0,108500.0
GOOD TIME RAINBOW 72 G,2024,2,Tengah Bulan,131500.0,146500.0
GOOD TIME RAINBOW 72 G,2024,3,Akhir Bulan,147000.0,131500.0
GOOD TIME RAINBOW 72 G,2024,3,Awal Bulan,24000.0,147000.0
GOOD TIME RAINBOW 72 G,2024,3,Tengah Bulan,102000.0,24000.0
GOOD TIME RAINBOW 72 G,2024,4,Tengah Bulan,32000.0,102000.0
GOOD TIME RAINBOW 72 G,2024,5,Akhir Bulan,25500.0,32000.0
GOOD TIME RAINBOW 72 G,2024,5,Awal Bulan,210500.0,25500.0
GOOD TIME RAINBOW 72 G,2024,5,Tengah Bulan,60500.0,210500.0
GOOD TIME RAINBOW 72 G,2024,6,Awal Bulan,68000.0,60500.0
GOODDAY COCONUT,2023,12,Akhir Bulan,8000.0,
GOODDAY COCONUT,2023,12,Awal Bulan,204000.0,8000.0
GOODDAY COCONUT,2024,1,Akhir Bulan,4000.0,
GOODDAY COCONUT,2024,1,Awal Bulan,39000.0,4000.0
GOODDAY COCONUT,2024,1,Tengah Bulan,117000.0,39000.0
GOODDAY COCONUT,2024,2,Akhir Bulan,193000.0,117000.0
GOODDAY COCONUT,2024,2,Tengah Bulan,591500.0,193000.0
GOODDAY COCONUT,2024,3,Awal Bulan,9000.0,591500.0
GOODDAY COCONUT,2024,4,Akhir Bulan,246500.0,9000.0
GOODDAY COCONUT,2024,4,Tengah Bulan,37500.0,246500.0
"GOODTIME DOUBLE C 26,5G",2023,12,Akhir Bulan,95500.0,
"GOODTIME DOUBLE C 26,5G",2023,12,Awal Bulan,27500.0,95500.0
"GOODTIME DOUBLE C 26,5G",2023,12,Tengah Bulan,189500.0,27500.0
"GOODTIME DOUBLE C 26,5G",2024,1,Akhir Bulan,127500.0,
"GOODTIME DOUBLE C 26,5G",2024,1,Awal Bulan,92000.0,127500.0
"GOODTIME DOUBLE C 26,5G",2024,1,Tengah Bulan,109500.0,92000.0
"GOODTIME DOUBLE C 26,5G",2024,2,Awal Bulan,6500.0,109500.0
"GOODTIME DOUBLE C 26,5G",2024,5,Akhir Bulan,12000.0,6500.0
"GOODTIME DOUBLE C 26,5G",2024,5,Awal Bulan,203500.0,12000.0
"GOODTIME DOUBLE C 26,5G",2024,5,Tengah Bulan,216500.0,203500.0
"GOODTIME DOUBLE C 26,5G",2024,6,Awal Bulan,16000.0,216500.0
GOODTIME RAINBOW 26G,2023,12,Akhir Bulan,106500.0,
GOODTIME RAINBOW 26G,2023,12,Awal Bulan,104500.0,106500.0
GOODTIME RAINBOW 26G,2023,12,Tengah Bulan,100500.0,104500.0
GOODTIME RAINBOW 26G,2024,1,Akhir Bulan,47000.0,
GOODTIME RAINBOW 26G,2024,1,Awal Bulan,132500.0,47000.0
GOODTIME RAINBOW 26G,2024,1,Tengah Bulan,445000.0,132500.0
GOODTIME RAINBOW 26G,2024,2,Akhir Bulan,25500.0,445000.0
GOODTIME RAINBOW 26G,2024,2,Awal Bulan,458500.0,25500.0
GOODTIME RAINBOW 26G,2024,2,Tengah Bulan,52000.0,458500.0
GOODTIME RAINBOW 26G,2024,3,Akhir Bulan,364500.0,52000.0
GOODTIME RAINBOW 26G,2024,3,Awal Bulan,9000.0,364500.0
GOODTIME RAINBOW 26G,2024,3,Tengah Bulan,109500.0,9000.0
GOODTIME RAINBOW 26G,2024,4,Akhir Bulan,193500.0,109500.0
GOODTIME RAINBOW 26G,2024,4,Tengah Bulan,61500.0,193500.0
GOODTIME RAINBOW 26G,2024,5,Awal Bulan,239500.0,61500.0
GOODTIME RAINBOW 26G,2024,5,Tengah Bulan,592500.0,239500.0
GOPEK AYAM BAWANG 20,2024,1,Akhir Bulan,17000.0,
GOPEK AYAM BAWANG 20,2024,1,Awal Bulan,67000.0,17000.0
GOPEK AYAM BAWANG 20,2024,1,Tengah Bulan,130000.0,67000.0
GOPEK AYAM BAWANG 20,2024,2,Akhir Bulan,129500.0,130000.0
GOPEK AYAM BAWANG 20,2024,2,Awal Bulan,29080.0,129500.0
GOPEK AYAM BAWANG 20,2024,2,Tengah Bulan,66000.0,29080.0
GOPEK AYAM BAWANG 20,2024,3,Akhir Bulan,225500.0,66000.0
GOPEK AYAM BAWANG 20,2024,3,Awal Bulan,125500.0,225500.0
GOPEK AYAM BAWANG 20,2024,3,Tengah Bulan,1725.0,125500.0
GOPEK AYAM BAWANG 20,2024,4,Tengah Bulan,7000.0,1725.0
GOPEK BBQ,2024,1,Akhir Bulan,710420.0,
GOPEK BBQ,2024,1,Awal Bulan,168750.0,710420.0
GOPEK BBQ,2024,1,Tengah Bulan,165080.0,168750.0
GOPEK BBQ,2024,2,Awal Bulan,309500.0,165080.0
GOPEK BBQ,2024,2,Tengah Bulan,472500.0,309500.0
GORIORIO 23G COK,2024,3,Akhir Bulan,55000.0,
GORIORIO 23G COK,2024,4,Akhir Bulan,81000.0,55000.0
GORIORIO 23G COK,2024,5,Akhir Bulan,153000.0,81000.0
GORIORIO 23G COK,2024,5,Awal Bulan,70000.0,153000.0
GORIORIO 23G COK,2024,5,Tengah Bulan,122500.0,70000.0
GORIORIO 23G VAN,2024,3,Akhir Bulan,120830.0,
GORIORIO 23G VAN,2024,3,Tengah Bulan,63200.0,120830.0
GORIORIO 23G VAN,2024,4,Akhir Bulan,237500.0,63200.0
GORIORIO 23G VAN,2024,5,Awal Bulan,78000.0,237500.0
GOSOK POLYTEK,2024,2,Tengah Bulan,15000.0,
GOSOK POLYTEK,2024,3,Awal Bulan,5000.0,15000.0
GOSOK POLYTEK,2024,3,Tengah Bulan,21500.0,5000.0
GOSOK POLYTEK,2024,4,Akhir Bulan,61000.0,21500.0
GOSOK POLYTEK,2024,5,Awal Bulan,41500.0,61000.0
GOWELL,2024,6,Awal Bulan,27000.0,
GOWELL,2024,6,Tengah Bulan,51500.0,27000.0
GPU 30,2023,12,Akhir Bulan,21000.0,
GPU 30,2023,12,Tengah Bulan,11000.0,21000.0
GPU 30,2024,1,Akhir Bulan,11000.0,
GPU JAHE 30ML,2024,2,Akhir Bulan,11000.0,
GPU LINIMENT NUTMEG 30,2024,1,Akhir Bulan,20000.0,
GREEN SOFT 150 SHT,2024,5,Akhir Bulan,110000.0,
GREEN SOFT 150 SHT,2024,5,Tengah Bulan,156000.0,110000.0
GREEN SOFT 150 SHT,2024,6,Awal Bulan,107500.0,156000.0
GREEN SOFT 50 SHT,2024,5,Akhir Bulan,233500.0,
GREEN SOFT 50 SHT,2024,5,Tengah Bulan,111000.0,233500.0
GREEN SOFT 50 SHT,2024,6,Awal Bulan,123000.0,111000.0
GREEN SOFT 50 SHT,2024,6,Tengah Bulan,18500.0,123000.0
GREENSOFT FAC SOFTPACK 250,2024,1,Akhir Bulan,474000.0,
GREENSOFT FAC SOFTPACK 250,2024,2,Awal Bulan,338500.0,474000.0
