"KdBarang","NmBarang","Bulan","Tahun","TotalTerjual"
"8,89E+12",AICE SUNDAE COKLAT,2,2024,24
"8,89E+12",AICE MIKI MIKI DOUBLE CHOCO,2,2024,112
"8,89E+12",KAMPER DAHLIA K-31 PURPLE,2,2024,1
"8,89E+12",AICE STRAWBERI CUP,2,2024,24
"8,89E+12",AICE FRUIZTY BLUEBERY YOGHURT,2,2024,117
"8,89E+12",WALENS CHEESE SOES,2,2024,12
"8,89E+12",TEH POCI ASLI 25 SHT,2,2024,6
"8,89E+12",AICE BINGO COOKIES CONE,2,2024,24
"8,89E+12",KAMPER DAHLIA K-31 GREEN,2,2024,1
"8,89E+12",AICE MOONG BEAN,2,2024,88
"8,89E+12",WALENS COCHO SOES 100GR,2,2024,34
"8,89E+12",AICE CHOCO MALT 3IN1 49ML,2,2024,147
"8,89E+12",ABC ALKALINE AA BSR,2,2024,2
"8,89E+12",WALENS SOES 100 BLUEBERY,2,2024,35
"8,89E+12",LA FONTE SPAGHETTI 225G,2,2024,1
"8,89E+12",MONDE GENJI LEMON,2,2024,7
"8,89E+12",AICE NANAS,2,2024,98
"8,89E+12",AICE MIKI MIKI,2,2024,172
"8,89E+12",LA FONTE BOLOGNESE 290GRAM,2,2024,1
"8,89E+12",AICE 3 IN 1 COLORS,2,2024,78
"8,89E+12",AICE COFFE CRISPY,2,2024,114
"8,89E+12",AICE TARO CRISPY,2,2024,72
"8,89E+12",AICE MOCHI DURIAN,2,2024,40
"8,89E+12",AICE BOBA BROWNS SUGAR,2,2024,73
"8,89E+12",TEH POCI LEMON 25 KANTONG,2,2024,6
"8,89E+12",MONDE GENJI RAISIN 85G,2,2024,8
"8,89E+12",INSTO DRY EYES,2,2024,1
"8,89E+12",AICE MAX CONE CHOCOCLATE,2,2024,57
"8,89E+12",AICE SWEET CORN,2,2024,267
"8,89E+12",AICE MOCHI VANILA,2,2024,109
"8,89E+12",YURI H.SOAP ORANGE 375ML,2,2024,1
"8,89E+12",ABC ALKALINE AAA KCL,2,2024,6
"8,89E+12",MONDE GENJI ORIG,2,2024,8
"8,89E+12",GILLETT BLUE,3,2024,8
"8,89E+12",NYAM-NYAM CHO 25,3,2024,7
"8,89E+12",MONDE GENJI LEMON,3,2024,4
"8,89E+12",AICE MOCHI VANILA,3,2024,38
"8,89E+12",GO POTATO BISCUIT 60,3,2024,7
"8,89E+12",NYAM NYAM BERY,3,2024,12
"8,89E+12",NISSIN KELAPA IJO,3,2024,2
"8,89E+12",GOOD TIME 84 CHO COOKIES,3,2024,16
"8,89E+12",AICE BINGO COOKIES CONE,3,2024,24
"8,89E+12",AICE MAX CONE CHOCOCLATE,3,2024,24
"8,89E+12",MONDE GENJI ORIG,3,2024,6
"8,89E+12",GOOD TIME 84 CHOC CHO,3,2024,9
"8,89E+12",ABC SUPER POWER,3,2024,1
"8,89E+12",HISTERIA,3,2024,24
"8,89E+12",MONDE GENJI STW 85G,3,2024,4
"8,89E+12",AICE STAWBERRY CRISPY,3,2024,40
"8,89E+12",ABC ALKALINE AAA KCL,3,2024,1
"8,89E+12",AICE SWEET CORN,3,2024,78
"8,89E+12",TEH SOSRO CELUP 25 KANTONG,3,2024,1
"8,89E+12",TEH POCI LEMON 25 KANTONG,3,2024,1
"8,89E+12",AICE TARO CRISPY,3,2024,40
"8,89E+12",TWISKO 38G,3,2024,6
"8,89E+12",NYAM-NYAM STRAW 25,3,2024,1
"8,89E+12",AICE CHOCOLATE CRISPY,3,2024,30
"8,89E+12",SPIX MIE GORENG 45GR,3,2024,30
"8,89E+12",WALENS CHEESE SOES,3,2024,10
"8,89E+12",ASTOR 40GR,3,2024,5
"8,89E+12",dahlia kamper,3,2024,1
"8,89E+12",ABC BIRU DRY CELL AA,3,2024,6
"8,89E+12",WALENS SOES 100 BLUEBERY,3,2024,27
"8,89E+12",WALENS SOES 100GR CHOCO,3,2024,28
"8,89E+12",AICE MILK MELON,3,2024,40
"8,89E+12",NYAMNYAM 25G RAINBOW,3,2024,5
"8,89E+12",AICE MOONG BEAN,3,2024,8
"8,89E+12",FRENCH FRIES 75G,3,2024,24
"8,89E+12",POCI TEH SEDUH COK 40G,3,2024,1
"8,89E+12",FRENCH FRIES 38G,3,2024,29
"8,89E+12",FRENCH FRIES 150G,3,2024,20
"8,89E+12",LA FONTE SPAGHETTI 225G,4,2024,1
"8,89E+12",MONDE GENJI LEMON,4,2024,5
"8,89E+12",YURI H.SOAP APEL 375ML,4,2024,1
"8,89E+12",AICE COFFE CRISPY,4,2024,85
"8,89E+12",TWISKO 38G,4,2024,2
"8,89E+12",WALENS CHEESE SOES,4,2024,20
"8,89E+12",TEH SOSRO CELUP 25 KANTONG,4,2024,3
"8,89E+12",WALENS SOES 100GR CHOCO,4,2024,1
"8,89E+12",TEH GOPEK CLP TBJ,4,2024,2
"8,89E+12",WALENS SOES 100 BLUEBERY,4,2024,9
"8,89E+12",YURI HAND SOAP STRAWBERRY,4,2024,1
"8,89E+12",YURI HAND SOAP LEMON,4,2024,1
"8,89E+12",AICE MAX BERRY CHOCO,4,2024,55
"8,89E+12",NYAM-NYAM STRAW 25,4,2024,4
"8,89E+12",NYAM-NYAM CHO 25,4,2024,5
"8,89E+12",NYAMNYAM 25G RAINBOW,4,2024,6
"8,89E+12",PRINGLES BBQ 107G,4,2024,1
"8,89E+12",PRINGLES CHEESY CHEESE 107G,4,2024,1
"8,89E+12",PRINGLES HOT SPICY,4,2024,2
"8,89E+12",PRINGLES ORIGINAL 107G,4,2024,3
"8,89E+12",PRINGLES SALT SESAWEED,4,2024,1
"8,89E+12",PRINGLES SOUR CREAM ONION,4,2024,1
"8,89E+12",MONDE GENJI ORIG,4,2024,5
"8,89E+12",ABC BIRU DRY CELL AA,4,2024,8
"8,89E+12",AICE MANGO SLUSH LOW FAT,4,2024,5
"8,89E+12",ABC SUPER POWER,4,2024,1
"8,89E+12",MONDE GENJI STW 85G,4,2024,1
"8,89E+12",TEH CELUP SOSRO 15,4,2024,1
"8,89E+12",AICE CHOCOLATE CRISPY,4,2024,70
"8,89E+12",TEH POCI ASLI 25 SHT,4,2024,2
"8,89E+12",TEH POCI LEMON 25 KANTONG,4,2024,1
"8,89E+12",AICE SUNDAE COKLAT,4,2024,25
"8,89E+12",AICE BINGO COOKIES CONE,4,2024,62
"8,89E+12",AICE MIKI MIKI,4,2024,63
"8,89E+12",AICE NANAS,4,2024,49
"8,89E+12",HISTERIA,4,2024,24
"8,89E+12",GOOD TIME 84 CHOC CHO,4,2024,1
"8,89E+12",AICE STAWBERRY CRISPY,4,2024,88
"8,89E+12",GILLETT BLUE,4,2024,8
"8,89E+12",GILLETE BLUE 2 UG 2S,4,2024,5
"8,89E+12",FRUIT TWISTER,4,2024,42
"8,89E+12",AICE STRAWBERI CUP,4,2024,23
"8,89E+12",AICE MOCHI KLEPON,4,2024,40
"8,89E+12",FRENCH FRIES 150G,4,2024,20
"8,89E+12",DAHLIA WHITE DAISY,4,2024,1
"8,89E+12",AICE MOCHI COKELAT,4,2024,41
"8,89E+12",AICE MOCHI DURIAN,4,2024,1
"8,89E+12",BATERAI ABC POWER,4,2024,17
"8,89E+12",BAGUS KAPUR BARUS 35 G,4,2024,12
"8,89E+12",AICE SWEET CORN,4,2024,52
"8,89E+12",AQUA 600,4,2024,544
"8,89E+12",AQUA 1500,4,2024,359
"8,89E+12",AICE TARO CRISPY,4,2024,85
"8,89E+12",AICE CHOCO MALT 3IN1 49ML,4,2024,51
"8,89E+12",KAMPER DAHLIA K-31 PURPLE,4,2024,2
"8,89E+12",AICE MOONG BEAN,4,2024,52
"8,89E+12",AICE CHOCOLATE 2 COLOUR,4,2024,43
"8,89E+12",AICE MOCHI VANILA,4,2024,44
"8,89E+12",KAMPER DAHLIA K-31 FRUITY,4,2024,1
"8,89E+12",PRINGLES CHEESY CHEESE 107G,5,2024,1
"8,89E+12",AICE MOCHI DURIAN,5,2024,99
"8,89E+12",PRINGLES SOUR CREAM ONION,5,2024,1
"8,89E+12",PRINGLES SALT SESAWEED,5,2024,2
"8,89E+12",AICE CHOCO MALT 3IN1 49ML,5,2024,224
"8,89E+12",DAHLIA WHITE DAISY,5,2024,1
"8,89E+12",PRINGLES HOT SPICY,5,2024,1
"8,89E+12",INSTO DRY EYES,5,2024,1
"8,89E+12",KAMPER DAHLIA K-31 PURPLE,5,2024,1
"8,89E+12",DAHLIA NAPTH K205,5,2024,7
"8,89E+12",FRENCH FRIES 150G,5,2024,20
"8,89E+12",PRINGLES BBQ 107G,5,2024,2
"8,89E+12",TEH SOSRO CELUP 25 KANTONG,5,2024,1
"8,89E+12",AICE FRUIZTY BLUEBERY YOGHURT,5,2024,123
"8,89E+12",FRENCH FRIES 38G,5,2024,7
"8,89E+12",LA FONTE FETTUCCINE 450,5,2024,1
"8,89E+12",AICE MILK MELON,5,2024,68
"8,89E+12",ABC ALKALINE AAA KCL,5,2024,12
"8,89E+12",AICE MANGO SLUSH LOW FAT,5,2024,85
"8,89E+12",dahlia kamper,5,2024,1
"8,89E+12",AICE TARO CRISPY,5,2024,232
"8,89E+12",BATERAI ABC POWER,5,2024,26
"8,89E+12",AICE MOCHI VANILA,5,2024,186
"8,89E+12",TEH POCI LEMON 25 KANTONG,5,2024,1
"8,89E+12",BATERAI ABC CZ BESAR BIRU,5,2024,1
"8,89E+12",AICE CHOCOLATE 2 COLOUR,5,2024,143
"8,89E+12",TEH POCI ASLI 25 SHT,5,2024,4
"8,89E+12",AICE SWEET CORN,5,2024,224
"8,89E+12",AQUA 600,5,2024,171
"8,89E+12",AICE MIKI MIKI,5,2024,231
"8,89E+12",AICE MOCHI COKELAT,5,2024,155
"8,89E+12",AQUA 1500,5,2024,59
"8,89E+12",TEH CELUP SOSRO 15,5,2024,1
"8,89E+12",GOOD TIME 84 CHOC CHO,5,2024,13
"8,89E+12",AICE STAWBERRY CRISPY,5,2024,271
"8,89E+12",GO POTATO BISCUIT104,5,2024,9
"8,89E+12",KAMPER DAHLIA K-31 GREEN,5,2024,1
"8,89E+12",TWISKO 38G,5,2024,10
"8,89E+12",AICE CHOCOLATE CRISPY,5,2024,232
"8,89E+12",AICE MOCHI KLEPON,5,2024,113
"8,89E+12",AICE BINGO COOKIES CONE,5,2024,224
"8,89E+12",KAMPER DAHLIA K-31 FRUITY,5,2024,1
"8,89E+12",GOOD TIME 84 CHO COOKIES,5,2024,14
"8,89E+12",AICE MAX BERRY CHOCO,5,2024,135
"8,89E+12",MONDE GENJI STW 85G,5,2024,2
"8,89E+12",HISTERIA,5,2024,70
"8,89E+12",AICE NANAS,5,2024,99
"8,89E+12",MONDE GENJI ORIG,5,2024,5
"8,89E+12",AICE COFFE CRISPY,5,2024,186
"8,89E+12",MONDE GENJI RAISIN 85G,5,2024,2
"8,89E+12",AICE MOONG BEAN,5,2024,133
"8,89E+12",MONDE GENJI LEMON,5,2024,4
"8,89E+12",GO POTATO BISCUIT 60,5,2024,12
"8,89E+12",NYAM-NYAM STRAW 25,5,2024,10
"8,89E+12",FRUIT TWISTER,5,2024,176
"8,89E+12",NYAM-NYAM CHO 25,5,2024,5
"8,89E+12",GILLETE BLUE 2 UG 2S,5,2024,7
"8,89E+12",AICE MAX CONE CHOCOCLATE,5,2024,143
"8,89E+12",FRENCH FRIES 75G,5,2024,18
"8,89E+12",NYAM NYAM BERY,5,2024,2
"8,89E+12",NYAMNYAM 25G RAINBOW,5,2024,8
"8,89E+12",TEH POCI ASLI 25 SHT,6,2024,2
"8,89E+12",AICE NANAS,6,2024,49
"8,89E+12",AICE MOCHI KLEPON,6,2024,44
"8,89E+12",AICE MOCHI DURIAN,6,2024,103
"8,89E+12",AICE MOONG BEAN,6,2024,145
"8,89E+12",AICE FRUIZTY BLUEBERY YOGHURT,6,2024,123
"8,89E+12",TWISKO 38G,6,2024,32
"8,89E+12",AICE CHOCOLATE CRISPY,6,2024,158
"8,89E+12",AICE COFFE CRISPY,6,2024,152
"8,89E+12",AICE CHOCO MALT 3IN1 49ML,6,2024,130
"8,89E+12",AICE SWEET CORN,6,2024,184
"8,89E+12",PRINGLES SOUR CREAM ONION,6,2024,1
"8,89E+12",TEH POCI LEMON 25 KANTONG,6,2024,2
"8,89E+12",AICE STAWBERRY CRISPY,6,2024,185
"8,89E+12",AICE SUNDAE COKLAT,6,2024,26
"8,89E+12",AICE MOCHI VANILA,6,2024,159
"8,89E+12",MONDE GENJI RAISIN 85G,6,2024,4
"8,89E+12",NYAM NYAM BERY,6,2024,5
"8,89E+12",GO POTATO BISCUIT 60,6,2024,1
"8,89E+12",GO POTATO BISCUIT104,6,2024,3
"8,89E+12",NISSIN CRISPY CRACKERS 250,6,2024,6
"8,89E+12",GOOD TIME 84 CHO COOKIES,6,2024,17
"8,89E+12",MONDE GENJI STW 85G,6,2024,4
"8,89E+12",GOOD TIME 84 CHOC CHO,6,2024,13
"8,89E+12",AICE MAX BERRY CHOCO,6,2024,92
"8,89E+12",MONDE GENJI STROW,6,2024,6
"8,89E+12",HISTERIA,6,2024,74
"8,89E+12",AICE MOCHI COKELAT,6,2024,119
"8,89E+12",MONDE GENJI ORIG,6,2024,1
"8,89E+12",INSTO REGULER,6,2024,1
"8,89E+12",MONDE GENJI LEMON,6,2024,4
"8,89E+12",KAPUR BARUS DAHLIA W 25 G,6,2024,13
"8,89E+12",AICE MAX CONE CHOCOCLATE,6,2024,96
"8,89E+12",AICE CHOCOLATE 2 COLOUR,6,2024,156
"8,89E+12",LA FONTE SPAGHETTI 225G,6,2024,1
"8,89E+12",AICE MIKI MIKI,6,2024,143
"8,89E+12",LA FONTE FETTUCCINE 450,6,2024,1
"8,89E+12",NYAM-NYAM STRAW 25,6,2024,9
"8,89E+12",AICE TARO CRISPY,6,2024,186
"8,89E+12",ABC ALKALINE AAA KCL,6,2024,5
"8,89E+12",TEH CELUP SOSRO 15,6,2024,5
"8,89E+12",ARIRANG HOT HOT DRY BASE,6,2024,3
"8,89E+12",SPIX MIE GORENG 45GR,6,2024,2
"8,89E+12",ARIRANG RASA CHIKEN,6,2024,2
"8,89E+12",SG ORAL-B CLASSIC S,6,2024,4
"8,89E+12",SG ORAL-B CLASSIC M,6,2024,7
"8,89E+12",BATERAI ABC POWER,6,2024,70
"8,89E+12",AICE MOCHI BANANA,6,2024,39
"8,89E+12",PRINGLES CHEESY CHEESE 107G,6,2024,1
"8,89E+12",AICE BINGO COOKIES CONE,6,2024,119
"8,89E+12",AICE MANGO SLUSH LOW FAT,6,2024,62
"8,89E+12",AICE MILK MELON,6,2024,12
"8,89E+12",FRENCH FRIES 38G,6,2024,8
"8,89E+12",NYAMNYAM 25G RAINBOW,6,2024,4
"8,89E+12",FRENCH FRIES 75G,6,2024,1
"8,89E+12",FRUIT TWISTER,6,2024,61
"8,93E+12",REX DEO LOT 10 FREE SPIRIT,12,2023,18
"8,93E+12",REX DEO LOT 10 ICE COOL,12,2023,13
"8,93E+12",REX DEO LOT 10 FREE SPIRIT,1,2024,8
"8,93E+12",REX DEO LOT 10 ICE COOL,5,2024,17
"8,93E+12",REX DEO LOT 10 ICE COOL,6,2024,18
"8,94E+12",CHOCO PIE DELFI ORION,12,2023,45
"8,94E+12",CHOCHO PIE DELFI ORONION DARK,1,2024,24
"8,94E+12",CHOCO PIE DELFI ORION,1,2024,24
"8,94E+12",CUSTAS DELFI ORION CAKE,1,2024,24
"8,99E+11",MINYAK KAYU PUTIH 15 ML,12,2023,2
"8,99E+11",SYSTEMA SG SMART BIG HEAD,12,2023,15
"8,99E+11",SAMBEL ULEG PEDAS 20G,12,2023,1
"8,99E+11",RDL PAPAYA 135G,1,2024,3
"8,99E+11",SYSTEMA SG SMART BIG HEAD,1,2024,8
"8,99E+11",MINYAK KAYU PUTIH 15 ML,1,2024,10
"8,99E+11",RDL PAPAYA 135G,2,2024,1
"8,99E+11",SYSTEMA SG SMART BIG HEAD,2,2024,1
"8,99E+11",YUPI BOLICIOS LYCHEE,2,2024,64
"8,99E+11",MINYAK KAYU PUTIH 15 ML,4,2024,1
"8,99E+12",ALPENLIEBE KARAMEL STICK 6G,12,2023,96
"8,99E+12",CHA CHA PEANUT WARNA,12,2023,14
"8,99E+12",CIMORY UHT MARIE BISCUIT,12,2023,120
"8,99E+12",CIMORY UHT HAZELNUT COK,12,2023,4
"8,99E+12",CERES FESTIVE 90GRAM,12,2023,1
"8,99E+12",CIMORY UHT FRESH MILK MATCHA,12,2023,102
"8,99E+12",CIMORY UHT FRESH MILK CHOCO MALT,12,2023,60
"8,99E+12",ANTANGIN CAIR,12,2023,23
"8,99E+12",CERES MILK 90GRAM,12,2023,3
"8,99E+12",CHA CHA MILK CHO,12,2023,28
"8,99E+12",CIMORY UHT FRESH MILK CASHEW,12,2023,75
"8,99E+12",ANTANGIN GINGER MINT SIRUP SCT,12,2023,26
"8,99E+12",BENDERA SKM POUCH 560ML KRIMER,12,2023,5
"8,99E+12",CIMORY YOGURT DRINK MANGO,12,2023,21
"8,99E+12",CD GTMAN,12,2023,1
"8,99E+12",ALPENLIBLE  SMOOTH,12,2023,3
"8,99E+12",CIMORY UHT SALTED CARAMEL 250ML,12,2023,61
"8,99E+12",CD GT MAN  GTER,12,2023,1
"8,99E+12",ALPENLIBE SMOOTH STROBERI 125G,12,2023,3
"8,99E+12",CD GT MAN,12,2023,2
"8,99E+12",CIMORY UHT UHT 250ML STW,12,2023,26
"8,99E+12",AHH RICHOCO 5 G,12,2023,113
"8,99E+12",CIMORY YOGOOD 250ML ORANGE,12,2023,14
"8,99E+12",BETADINE ANTI 5 ML,12,2023,5
"8,99E+12",BIG BABOL ASTER OIDS,12,2023,40
"8,99E+12",CIMORY YOGURT DRINK,12,2023,75
"8,99E+12",CALADINE LOTION 60,12,2023,1
"8,99E+12",BDR SCT KENTAL MANIS,12,2023,232
"8,99E+12",CIMORY SQUEEZE PEACH 120,12,2023,2
"8,99E+12",CHOCOLATOS SWEET CHEESE,12,2023,47
"8,99E+12",CHOCOLATOS DRINK MATCH 24 G,12,2023,141
"8,99E+12",CHOCOLATOS WAFER STIK VANILA 16GR,12,2023,48
"8,99E+12",BDR SCT CHO,12,2023,64
"8,99E+12",CHUPA CHUPS,12,2023,151
"8,99E+12",CHOCOLATOS DRINK ITALIAN,12,2023,111
"8,99E+12",BDR SKM PUTIH,12,2023,1
"8,99E+12",CHOCOLATOS DRINK COKLAT MILK 190 ML,12,2023,24
"8,99E+12",CHOCOLATOS DARK 16GR,12,2023,47
"8,99E+12",CIMORY 250ML STRAW,12,2023,52
"8,99E+12",CIMORY SQUEEZE BLUEBERY,12,2023,59
"8,99E+12",CHOCOLATOS CREAMY 27G,12,2023,95
"8,99E+12",CHOCOLATOS 33G ROLL,12,2023,47
"8,99E+12",CIMORY UHT FRESH MILK BANANA,12,2023,99
"8,99E+12",BELLAGIO 50ML GREEN,12,2023,1
"8,99E+12",CIMORY SQUEEZE STW,12,2023,18
"8,99E+12",BABOL RASA ANEKA BUAH,12,2023,1
"8,99E+12",CIMORY UHT 250 BLUEBERY,12,2023,96
"8,99E+12",CHARM FRESH 14P,12,2023,1
"8,99E+12",BABOL ASTEROIDS,12,2023,1
"8,99E+12",CHARM COOL FRESH 35CM NW,12,2023,2
"8,99E+12",ATTACK JAZ 900 G,12,2023,8
"8,99E+12",ATTACK 450 SOFT,12,2023,6
"8,99E+12",CIMORY UHT 250ML COK,12,2023,37
"8,99E+12",BENDERA SKM POUCH 560G CO,12,2023,1
"8,99E+12",ANTANGIN HABBATUSSAUDA,12,2023,19
"8,99E+12",CHARM BF EXTRA N.WING 10,12,2023,2
"8,99E+12",BIORE MENS 450ML DEO,12,2023,1
"8,99E+12",BIORE BF REF 250 WHTENING SCRUB,12,2023,7
"8,99E+12",BIORE BF REF 250  HYGIENIC COOL,12,2023,12
"8,99E+12",DETTOL BW 250ML REFF FRESH,12,2023,4
"8,99E+12",BIORE MEN BF 250 ENER WHT,12,2023,1
"8,99E+12",DANCOW FORTGROW 26G,12,2023,15
"8,99E+12",DETTOL 60GR SKINCARE,12,2023,11
"8,99E+12",ADEM SARI HERBAL TEA 320ML,12,2023,81
"8,99E+12",ABC KURMA,12,2023,56
"8,99E+12",BIORE BF REF 250 DAILY ANTISEPTIC,12,2023,10
"8,99E+12",ABC SARDEN SERUNDENG 155,12,2023,2
"8,99E+12",DANCOW FORTIGROW COKL 38G,12,2023,17
"8,99E+12",CIMORY YOGURT DRINK MIXED BERRY,12,2023,14
"8,99E+12",DANDANG TEH BIRU,12,2023,13
"8,99E+12",BIORE BF REF 250 RELAXING AROMATIC,12,2023,9
"8,99E+12",BIORE BF REF 250 FRESHY BLOSSOM,12,2023,8
"8,99E+12",DANDANG TEH CELUP GREENTEA,12,2023,5
"8,99E+12",BIORE MEN FF 100 ABT,12,2023,3
"8,99E+12",BIORE BF REF 250 LIVELY REFRESH,12,2023,14
"8,99E+12",DELFI HOT COCOA INDULGENCE 3IN1,12,2023,40
"8,99E+12",ABC PLUS GULA,12,2023,25
"8,99E+12",BIORE MEN FF 100 WE,12,2023,2
"8,99E+12",ABC SAMBAL EP 75G,12,2023,6
"8,99E+12",BIORE BF REF 250 PURE MILD,12,2023,15
"8,99E+12",CINDERELLA 60,12,2023,12
"8,99E+12",BIG ROLLS,12,2023,44
"8,99E+12",ABC GULA AREN,12,2023,14
"8,99E+12",BIORE MEN BF 250 ACTIVE CLN,12,2023,2
"8,99E+12",DETTOL BW REFF 250 COOL,12,2023,3
"8,99E+12",CINDERELLA BABY 50,12,2023,12
"8,99E+12",ADEM SARI SPARKLING 320ML,12,2023,143
"8,99E+12",DETTOL BW ORI 250ML,12,2023,3
"8,99E+12",BRIO POTATO 42G KEJU,12,2023,8
"8,99E+12",DETTOL BW 250ML REFF LASTING FRES,12,2023,4
"8,99E+12",COTTON BABY 100,12,2023,5
"8,99E+12",BIG ROLLS GOGUMA,12,2023,48
"8,99E+12",ADEM SARI LEMON 320ML,12,2023,144
"8,99E+12",BINTANG TOEDJOE MSK ANGIN,12,2023,27
"8,99E+12",GELIGA 10G,12,2023,1
"8,99E+12",RICHEESE SIIP 35GR COKLAT,12,2023,4
"8,99E+12",NABATI AHH RICHEESE 5 G,12,2023,138
"8,99E+12",RICHEESE SIIP KEJU 35GR,12,2023,4
"8,99E+12",KOMIX SC RASA JAHE,12,2023,41
"8,99E+12",GERY CHOCOLATOS  CHO,12,2023,544
"8,99E+12",RICHEESE SIIP ROASTED CORN 30G,12,2023,5
"8,99E+12",GERY CHO HAZELNUT,12,2023,112
"8,99E+12",GERRY SALUUT WFR KLP,12,2023,33
"8,99E+12",ROHTO,12,2023,1
"8,99E+12",KOMIX SC RASA JERUK,12,2023,16
"8,99E+12",GERRY SALUUT WAFER CHOCOLATE,12,2023,17
"8,99E+12",ROKOK CHIEF,12,2023,41
"8,99E+12",ROKOK DJARUM 76,12,2023,1
"8,99E+12",KOMIX SC RASA PEPPERMINT,12,2023,25
"8,99E+12",ROKOK MANGGA 76,12,2023,39
"8,99E+12",GERY CHOCOLATOS ROLL 22,12,2023,38
"8,99E+12",ROKOK SCORE TEH MANIS,12,2023,42
"8,99E+12",MYK CAP KAPAK 14ML,12,2023,2
"8,99E+12",ROLLS BIG RICHES 18G,12,2023,43
"8,99E+12",KOPI ABC SUSU 31G,12,2023,60
"8,99E+12",GATSBY WG HYPER SOLID TUBE 100,12,2023,1
"8,99E+12",ROLLS COKLAT 8 G,12,2023,114
"8,99E+12",GATSBY WG HYPER SOLID,12,2023,2
"8,99E+12",GATSBY WG HARD TUBE 100,12,2023,1
"8,99E+12",ROLLS KEJU 8 G,12,2023,161
"8,99E+12",GATSBY WG 30G ULTIMATE HOLD,12,2023,1
"8,99E+12",ROSE BRAND 220ML,12,2023,30
"8,99E+12",GATSBY WAX HARD&FREE 25,12,2023,2
"8,99E+12",KOPI GADJAH + GULA 25G,12,2023,35
"8,99E+12",ROSE BRAND TEPUNG BERAS NEW 200G,12,2023,2
"8,99E+12",GERY SALUUT MALKIS KEJU 110G,12,2023,9
"8,99E+12",POCKY COKKIESCREAM  40G,12,2023,5
"8,99E+12",GILLETE GOAL KLIK,12,2023,25
"8,99E+12",POCKY MATCHA,12,2023,5
"8,99E+12",NABATI CHO WAFER,12,2023,118
"8,99E+12",KISPRAY FINE PERFUME 300ML,12,2023,4
"8,99E+12",GILLETE GOAL II,12,2023,6
"8,99E+12",POCKY STICK DOUBLE CHOCO 120,12,2023,1
"8,99E+12",KISPRAY PUMP 318ML ELEGANT,12,2023,2
"8,99E+12",GERY SNACK COKLAT,12,2023,10
"8,99E+12",KISPRAY REFF 300 AMORIS,12,2023,4
"8,99E+12",procol,12,2023,9
"8,99E+12",GERY SALUUT MALKIST CHO 140,12,2023,8
"8,99E+12",PROMAG TABLET,12,2023,4
"8,99E+12",NABATI CHO COATED WAFER,12,2023,42
"8,99E+12",SABUN SHINZUI 95 KENSHO,12,2023,18
"8,99E+12",GERY SALUUT CHO COCONUT,12,2023,8
"8,99E+12",RELAXA 125 G,12,2023,1
"8,99E+12",NABATI CHEESE WAFER,12,2023,114
"8,99E+12",GERY SALUUT,12,2023,95
"8,99E+12",RELAXA CHERRY MINT 135 G,12,2023,1
"8,99E+12",GERY SALUT MALKIST ABON,12,2023,7
"8,99E+12",RELAXA GRAPE MINT 135 G,12,2023,1
"8,99E+12",GERY SALUT MALKIS COCONUT,12,2023,4
"8,99E+12",RELAXA ORANGE MINT,12,2023,1
"8,99E+12",GERY SALUT COCONUT ROLL,12,2023,483
"8,99E+12",RHOTO COOL 10 ML,12,2023,2
"8,99E+12",GERY MALKIS GREEN TEA,12,2023,10
"8,99E+12",KOMIX SC OBH,12,2023,27
"8,99E+12",RICHEESE MIE SOTO MIE,12,2023,5
"8,99E+12",SAMBAL ULEG GEPREK,12,2023,63
"8,99E+12",SAJIKU NASI GORENG AYAM 20 G,12,2023,25
"8,99E+12",GARUDA ROSTA JAGUNG MANIS 100G,12,2023,17
"8,99E+12",SAJIKU NASI GORENG KECAP 20 G,12,2023,10
"8,99E+12",GARUDA ROSTA 12GR,12,2023,12
"8,99E+12",LERVIA PLUS AVOCADO,12,2023,37
"8,99E+12",SAJIKU NASI GORENG PEDAS20 G,12,2023,26
"8,99E+12",GARUDA ROSTA 100GR,12,2023,15
"8,99E+12",SALONPAS,12,2023,1
"8,99E+12",MKP 15,12,2023,1
"8,99E+12",GARUDA ROSTA  PANGGANG,12,2023,24
"8,99E+12",LERVIA SB SABUN SUSU 90 G,12,2023,34
"8,99E+12",SALONPAS HOT,12,2023,2
"8,99E+12",SAMBAL TERI,12,2023,186
"8,99E+12",GARUDA PILUS MIE GORENG 20G,12,2023,24
"8,99E+12",SAMBAL ULEG BAWANG 20G,12,2023,70
"8,99E+12",GARUDA ROSTA KACANG PEDAS,12,2023,13
"8,99E+12",SAMBAL ULEG HIJAU 20 G,12,2023,74
"8,99E+12",GARUDA KCNG KULIT 200,12,2023,21
"8,99E+12",GARUDA KCNG KLT 85 BWNG,12,2023,5
"8,99E+12",SAMBAL ULEG PEDAS 20 G,12,2023,138
"8,99E+12",LIRVEA 400 AVOCADO,12,2023,1
"8,99E+12",GARUDA KCNG ATOM 70,12,2023,28
"8,99E+12",SAMBAL ULEG RENDANG,12,2023,91
"8,99E+12",GARUDA KCNG  KULIT 75 GR,12,2023,16
"8,99E+12",SAMBAL ULEG TERASI 20G,12,2023,114
"8,99E+12",SAMBAL ULEG UDANG,12,2023,57
"8,99E+12",GARUDA KACANG ATOM PEDAS 250,12,2023,1
"8,99E+12",MITU BB WIPES WHITE,12,2023,3
"8,99E+12",LIRVEA BW 400 MILK,12,2023,2
"8,99E+12",SANWICH WAFER SELAMAT ORI 198G,12,2023,11
